City,Gender,Senior_Citizen,Tenure_Months,Phone_Service,Internet_Service,Streaming TV,Streaming Movies,Contract,Payment Method,Monthly Charges,Total_Charges,Churn
Costa Mesa,Male,Yes,56,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),85.65,4824.45,No
Costa Mesa,Male,No,56,Yes,No,No internet service,No internet service,One year,Mailed check,21.2,1238.65,No
Lake Forest,Female,No,28,Yes,No,No internet service,No internet service,One year,Mailed check,25.55,672.2,No
Huntington Beach,Female,No,19,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.2,382.2,No
Huntington Beach,Male,No,66,Yes,DSL,No,Yes,Month-to-month,Electronic check,63.85,4264.6,No
Huntington Beach,Female,No,17,Yes,DSL,No,No,One year,Mailed check,61.95,1070.7,No
Huntington Beach,Male,No,52,Yes,No,No internet service,No internet service,Two year,Mailed check,25.75,1345.85,No
Laguna Beach,Female,No,19,Yes,DSL,Yes,No,One year,Electronic check,58.2,1045.25,No
Laguna Hills,Female,No,36,Yes,DSL,Yes,Yes,One year,Bank transfer (automatic),85.85,3003.55,No
Aliso Viejo,Male,No,72,Yes,Fiber optic,No,Yes,One year,Credit card (automatic),104.9,7537.5,No
Newport Beach,Male,Yes,34,Yes,Fiber optic,Yes,Yes,One year,Electronic check,99.85,3343.15,No
San Clemente,Male,No,8,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.55,161.15,No
San Clemente,Female,No,69,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,104,7028.5,No
San Juan Capistrano,Female,No,50,Yes,Fiber optic,Yes,Yes,One year,Mailed check,104.4,5232.9,No
Silverado,Male,No,10,Yes,No,No internet service,No internet service,One year,Mailed check,19.5,225.85,No
Laguna Niguel,Female,No,12,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.25,274.7,No
Westminster,Female,No,70,No,DSL,No,Yes,Two year,Bank transfer (automatic),49.85,3370.2,No
Rancho Santa Margarita,Female,Yes,64,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),108.95,7111.3,No
Mission Viejo,Female,No,66,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),89.9,5958.85,No
Mission Viejo,Female,No,71,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),82,5999.85,No
Ladera Ranch,Male,Yes,20,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,89.95,1648.45,No
Santa Ana,Male,No,72,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),79.35,5753.25,No
Santa Ana,Female,No,71,Yes,DSL,No,No,Two year,Credit card (automatic),64.05,4492.9,No
Santa Ana,Male,No,38,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),101.15,3956.7,No
Santa Ana,Male,No,33,No,DSL,Yes,No,One year,Electronic check,39.1,1309,No
Fountain Valley,Female,No,23,No,DSL,No,No,Two year,Mailed check,34.6,813.45,No
Tustin,Male,No,58,Yes,No,No internet service,No internet service,One year,Electronic check,19.55,1108.8,No
Tustin,Female,Yes,70,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),104.45,7349.35,No
Anaheim,Male,No,4,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.5,294.2,No
Anaheim,Male,No,45,Yes,No,No internet service,No internet service,Two year,Mailed check,20.35,929.2,No
Anaheim,Male,No,36,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.45,754.5,No
Anaheim,Male,No,54,Yes,DSL,Yes,No,Month-to-month,Mailed check,69.9,3883.3,No
Anaheim,Male,No,23,Yes,DSL,No,No,Two year,Mailed check,59.7,1414.2,No
Anaheim,Female,No,41,Yes,DSL,Yes,No,One year,Credit card (automatic),78.35,3211.2,No
Brea,Male,Yes,5,Yes,Fiber optic,No,No,Month-to-month,Mailed check,71.45,371.6,No
Brea,Male,No,27,No,DSL,No,Yes,One year,Credit card (automatic),45.85,1246.4,No
Fullerton,Female,No,1,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,95.85,95.85,No
Fullerton,Female,No,67,No,DSL,No,No,Two year,Credit card (automatic),35.7,2545.7,No
Fullerton,Female,Yes,72,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),89.55,6448.85,No
Fullerton,Female,No,56,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),24.95,1468.9,No
Garden Grove,Male,No,44,Yes,No,No internet service,No internet service,One year,Electronic check,24.85,1013.6,No
Garden Grove,Female,Yes,66,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,100.8,6690.75,No
Garden Grove,Female,No,69,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),105.35,7240.65,No
Norco,Female,No,40,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.65,830.25,No
Villa Park,Male,No,30,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),54.45,1588.7,No
Orange,Female,No,11,Yes,DSL,Yes,Yes,Month-to-month,Mailed check,70.5,829.3,No
Orange,Female,No,15,Yes,No,No internet service,No internet service,One year,Credit card (automatic),20.1,302.45,No
Orange,Male,No,11,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,69.35,712.25,No
Orange,Female,No,64,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),19.8,1336.65,No
Orange,Male,Yes,72,Yes,DSL,Yes,No,Two year,Bank transfer (automatic),74.4,5360.75,No
Placentia,Male,Yes,72,Yes,Fiber optic,No,No,Two year,Bank transfer (automatic),93.05,6735.05,No
Corona,Female,No,1,Yes,DSL,No,No,Month-to-month,Mailed check,51.2,51.2,No
Corona,Female,No,15,Yes,DSL,No,No,One year,Credit card (automatic),65.6,1010,No
Corona,Female,No,60,Yes,DSL,Yes,Yes,One year,Credit card (automatic),80.55,4847.05,No
Corona,Male,No,56,Yes,DSL,No,No,One year,Mailed check,52.7,3019.7,No
Corona,Female,No,8,Yes,No,No internet service,No internet service,Two year,Mailed check,20.85,161.65,No
Yorba Linda,Female,No,49,Yes,DSL,No,No,Month-to-month,Credit card (automatic),52.15,2583.75,No
Ventura,Male,No,70,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),114.95,7711.25,No
Camarillo,Male,Yes,52,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),104.45,5481.25,No
Carpinteria,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),113.65,8124.2,No
Fillmore,Female,No,40,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.6,827.3,No
Ojai,Female,Yes,40,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,91.55,3673.6,No
Oxnard,Male,No,1,Yes,DSL,No,No,Month-to-month,Electronic check,49.85,49.85,No
Oxnard,Male,No,30,Yes,No,No internet service,No internet service,One year,Credit card (automatic),19.8,576.65,No
Port Hueneme,Female,Yes,44,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,104.15,4495.65,No
Simi Valley,Female,Yes,7,Yes,DSL,No,No,Month-to-month,Electronic check,48.2,340.35,No
Simi Valley,Male,Yes,72,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.1,1789.9,No
Somis,Female,Yes,8,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),100.15,908.55,No
Santa Barbara,Male,No,3,Yes,DSL,No,No,Month-to-month,Mailed check,55.9,157.55,No
Santa Barbara,Male,Yes,8,Yes,DSL,No,Yes,Month-to-month,Credit card (automatic),64.4,581.7,No
Santa Barbara,Female,No,5,Yes,Fiber optic,Yes,No,Month-to-month,Mailed check,85.3,420.45,No
Goleta,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Mailed check,107.45,7576.7,No
Arvin,Female,No,54,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),91.3,4965,No
Avenal,Male,No,72,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),85.95,6151.9,No
California Hot Springs,Male,Yes,1,Yes,DSL,No,No,Month-to-month,Electronic check,45.2,45.2,No
Coalinga,Male,No,69,Yes,Fiber optic,No,No,Two year,Credit card (automatic),79.2,5420.65,No
Corcoran,Female,No,48,Yes,DSL,No,No,Two year,Credit card (automatic),55.5,2627.35,No
Ducor,Female,No,8,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,90.25,743.75,No
Earlimart,Male,No,71,Yes,DSL,Yes,Yes,Two year,Mailed check,91.25,6589.6,No
Frazier Park,Male,No,67,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),100.9,6733.15,No
Farmersville,Male,No,34,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),97.7,3410,No
Fellows,Female,No,3,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.85,199.85,No
Frazier Park,Female,No,9,Yes,DSL,Yes,No,One year,Mailed check,65.6,593.3,No
Glennville,Male,No,71,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),104.65,7288.4,No
Hanford,Male,No,57,Yes,Fiber optic,Yes,No,Two year,Credit card (automatic),90.45,5229.8,No
Huron,Male,No,72,No,DSL,Yes,Yes,Two year,Bank transfer (automatic),63.7,4464.8,No
Ivanhoe,Female,Yes,48,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,104.5,5068.05,No
Kernville,Male,No,18,Yes,No,No internet service,No internet service,One year,Mailed check,20.1,401.85,No
Kettleman City,Male,No,43,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),104.3,4451.85,No
Lake Isabella,Female,No,72,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),93.25,6688.95,No
Lamont,Male,No,35,Yes,DSL,Yes,Yes,One year,Bank transfer (automatic),73.45,2661.1,No
Laton,Male,No,4,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.7,73.05,No
Lebec,Female,No,49,Yes,No,No internet service,No internet service,Two year,Mailed check,25.25,1211.65,No
Lemon Cove,Female,No,71,Yes,Fiber optic,Yes,No,Two year,Bank transfer (automatic),100.5,7030.65,No
Lemoore,Male,No,11,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,90.6,1020.2,No
Lindsay,Male,No,63,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),89.4,5597.65,No
Lost Hills,Female,Yes,65,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),95.45,6223.3,No
Mc Farland,Female,No,49,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20.45,1024.65,No
New Cuyama,Female,No,4,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,19.95,82.9,No
Onyx,Female,No,72,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),109.15,7789.6,No
Pixley,Female,Yes,26,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),85.7,2067,No
Porterville,Female,Yes,35,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),102.05,3452.55,No
Posey,Female,No,57,Yes,Fiber optic,No,Yes,One year,Electronic check,94.7,5468.95,No
Richgrove,Male,No,28,Yes,DSL,No,Yes,Month-to-month,Electronic check,64.4,1802.15,No
Sequoia National Park,Female,No,25,Yes,No,No internet service,No internet service,One year,Mailed check,26.8,733.55,No
Shafter,Female,No,47,Yes,DSL,Yes,No,One year,Credit card (automatic),66.05,3021.45,No
Springville,Female,No,57,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),65.2,3687.85,No
Stratford,Male,Yes,16,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),85.05,1391.15,No
Strathmore,Male,No,5,Yes,DSL,No,No,Month-to-month,Mailed check,55.8,274.35,No
Three Rivers,Male,No,72,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.95,1322.85,No
Tulare,Female,No,48,No,DSL,No,Yes,One year,Credit card (automatic),45,2196.3,No
Tupman,Female,No,68,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),114.9,7843.55,No
Visalia,Female,No,30,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),106.4,3211.9,No
Wasco,Female,No,3,Yes,DSL,No,No,Month-to-month,Mailed check,46.1,130.15,No
Weldon,Female,Yes,14,No,DSL,No,No,Two year,Mailed check,39.7,692.35,No
Wofford Heights,Female,No,4,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.05,85.5,No
Woodlake,Female,No,71,Yes,Fiber optic,No,Yes,Two year,Credit card (automatic),95.75,6849.4,No
Woody,Male,No,8,Yes,No,No internet service,No internet service,One year,Mailed check,24.4,203.95,No
Visalia,Male,No,61,No,DSL,No,No,Month-to-month,Bank transfer (automatic),33.6,2117.2,No
Visalia,Male,No,72,Yes,Fiber optic,No,No,Two year,Bank transfer (automatic),90.45,6565.85,No
Bakersfield,Female,No,5,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,84,424.75,No
Bakersfield,Female,No,49,Yes,DSL,No,No,Two year,Bank transfer (automatic),67.4,3306.85,No
Bakersfield,Male,No,8,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.7,168.9,No
Bakersfield,Male,No,3,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,80.35,253.8,No
Bakersfield,Male,No,9,Yes,No,No internet service,No internet service,Two year,Mailed check,19.6,197.4,No
Bakersfield,Male,No,67,Yes,DSL,No,No,Two year,Bank transfer (automatic),54.2,3838.2,No
Bakersfield,Male,No,46,Yes,DSL,No,No,Month-to-month,Credit card (automatic),45.2,2065.15,No
Bakersfield,Female,No,67,Yes,DSL,No,Yes,One year,Mailed check,75.1,5064.45,No
Bakersfield,Female,No,55,Yes,No,No internet service,No internet service,One year,Electronic check,19.7,1140.05,No
Bakersfield,Male,No,33,Yes,DSL,Yes,No,Month-to-month,Bank transfer (automatic),72.75,2447.45,No
San Luis Obispo,Male,No,62,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20.05,1263.9,No
San Luis Obispo,Male,No,49,No,DSL,No,Yes,Month-to-month,Electronic check,39.2,1838.15,No
Arroyo Grande,Male,No,1,Yes,DSL,No,No,Month-to-month,Electronic check,44.75,44.75,No
Atascadero,Male,No,14,Yes,Fiber optic,No,No,Month-to-month,Electronic check,82.65,1185,No
Avila Beach,Male,Yes,18,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),93.9,1743.9,No
Cambria,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),117.15,8529.5,No
Casmalia,Male,No,64,Yes,Fiber optic,No,Yes,Two year,Credit card (automatic),99.25,6549.45,No
Cayucos,Male,No,69,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),112.55,7806.5,No
Creston,Female,No,1,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,25.7,25.7,No
Grover Beach,Male,No,71,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),90.3,6287.3,No
Guadalupe,Female,No,66,Yes,DSL,No,No,One year,Credit card (automatic),49.4,3251.85,No
Lompoc,Male,No,2,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.4,50.6,No
Lompoc,Female,Yes,71,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),109.7,7904.25,No
Los Alamos,Male,No,11,Yes,DSL,Yes,No,One year,Electronic check,61.25,729.95,No
Los Olivos,Male,No,47,Yes,DSL,No,No,Month-to-month,Electronic check,55.3,2654.05,No
Oceano,Male,No,60,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),103.75,5969.95,No
Paso Robles,Male,No,11,Yes,No,No internet service,No internet service,One year,Mailed check,19.5,226.8,No
Pismo Beach,Female,No,29,No,DSL,No,No,One year,Credit card (automatic),39.5,1082.75,No
San Ardo,Male,No,21,No,DSL,No,No,Month-to-month,Electronic check,26.05,565.75,No
San Miguel,Male,Yes,48,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),91.05,4370.75,No
San Simeon,Female,No,3,No,DSL,No,No,Month-to-month,Mailed check,29.65,90.05,No
Santa Margarita,Female,No,43,Yes,DSL,No,No,Month-to-month,Mailed check,50.2,2169.4,No
Santa Maria,Male,No,5,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,105.3,550.6,No
Santa Maria,Female,No,1,Yes,DSL,No,Yes,Month-to-month,Electronic check,55.45,55.45,No
Santa Maria,Male,No,71,Yes,DSL,Yes,Yes,One year,Electronic check,85.45,6300.85,No
Santa Ynez,Female,No,8,Yes,No,No internet service,No internet service,One year,Electronic check,19.8,160.05,No
Shandon,Male,No,8,Yes,DSL,Yes,No,Month-to-month,Electronic check,59.25,436.6,No
Solvang,Male,No,20,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),90.7,1781.35,No
Mojave,Male,No,71,Yes,Fiber optic,No,No,One year,Credit card (automatic),79.05,5552.5,No
California City,Female,Yes,31,Yes,Fiber optic,Yes,No,One year,Electronic check,90.7,2835.5,No
Acton,Female,Yes,38,Yes,Fiber optic,No,Yes,One year,Credit card (automatic),95,3591.25,No
Big Pine,Female,No,2,No,DSL,No,No,Month-to-month,Mailed check,30.25,63.75,No
Bishop,Female,No,12,No,DSL,Yes,Yes,Month-to-month,Bank transfer (automatic),49.85,617.15,No
Boron,Female,No,9,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),93,870.25,No
Bridgeport,Male,Yes,11,Yes,DSL,No,No,Month-to-month,Electronic check,54.55,601.25,No
Caliente,Male,No,6,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.7,111.65,No
Darwin,Female,No,71,Yes,DSL,Yes,Yes,One year,Bank transfer (automatic),84.8,6046.1,No
Edwards,Female,No,42,Yes,Fiber optic,Yes,No,One year,Credit card (automatic),94.45,3923.8,No
June Lake,Female,No,45,Yes,No,No internet service,No internet service,Two year,Mailed check,20.85,892.15,No
Keeler,Male,No,28,No,DSL,Yes,Yes,One year,Credit card (automatic),60,1682.05,No
Keene,Female,No,43,Yes,Fiber optic,No,No,Month-to-month,Electronic check,80.45,3398.9,No
Lake Hughes,Male,No,60,Yes,DSL,Yes,Yes,Two year,Electronic check,84.95,4984.85,No
Lancaster,Male,No,7,No,DSL,No,Yes,Two year,Credit card (automatic),49.65,305.55,No
Lancaster,Female,No,25,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),20.2,507.9,No
Littlerock,Male,No,27,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),100.5,2673.45,No
Llano,Male,No,10,No,DSL,No,No,Month-to-month,Electronic check,35.75,389.8,No
Lone Pine,Female,Yes,27,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),86.45,2401.05,No
Mammoth Lakes,Female,No,11,Yes,DSL,No,No,One year,Bank transfer (automatic),53.8,651.55,No
Olancha,Male,No,4,No,DSL,Yes,No,Month-to-month,Credit card (automatic),38.55,156.1,No
Palmdale,Male,No,68,No,DSL,No,Yes,Month-to-month,Bank transfer (automatic),39.9,2796.35,No
Palmdale,Male,Yes,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.05,70.05,No
Palmdale,Female,No,18,Yes,No,No internet service,No internet service,One year,Mailed check,20.1,407.05,No
Randsburg,Male,No,26,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,20.3,511.25,No
Ridgecrest,Female,No,17,No,DSL,No,No,Month-to-month,Credit card (automatic),35.65,646.05,No
Trona,Male,Yes,59,Yes,Fiber optic,No,No,One year,Credit card (automatic),82.95,4903.15,No
Valyermo,Male,No,30,Yes,DSL,No,No,Two year,Mailed check,55.65,1653.85,No
Ahwahnee,Female,Yes,50,Yes,No,No internet service,No internet service,One year,Electronic check,25.2,1306.3,No
Auberry,Male,No,9,No,DSL,No,Yes,One year,Mailed check,50.8,463.6,No
Badger,Female,No,3,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.65,60.65,No
Bass Lake,Female,No,14,Yes,DSL,Yes,No,Month-to-month,Credit card (automatic),59.8,824.85,No
Big Creek,Female,Yes,31,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),73.55,2094.65,No
Biola,Female,No,7,Yes,DSL,No,No,Month-to-month,Electronic check,61.4,438.9,No
Caruthers,Male,No,17,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),19.9,329.75,No
Chowchilla,Male,No,32,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),19.45,674.55,No
Clovis,Female,Yes,2,Yes,Fiber optic,Yes,No,Month-to-month,Mailed check,81.5,162.55,No
Coarsegold,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),109.55,7887.25,No
Del Rey,Female,No,27,Yes,Fiber optic,No,No,Month-to-month,Mailed check,74.4,1972.35,No
Dos Palos,Male,No,7,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.9,490.55,No
Firebaugh,Male,No,11,Yes,DSL,Yes,No,Month-to-month,Bank transfer (automatic),59.65,683.25,No
Fish Camp,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),110.45,8058.85,No
Friant,Female,Yes,4,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.45,294.45,No
Helm,Female,No,71,Yes,No,No internet service,No internet service,Two year,Electronic check,24.55,1719.15,No
Kerman,Male,No,47,Yes,No,No internet service,No internet service,Two year,Mailed check,24.55,1160.45,No
Kingsburg,Male,Yes,57,Yes,Fiber optic,Yes,No,One year,Electronic check,90.65,5199.8,No
Lakeshore,Male,Yes,50,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),105.05,5163.3,No
Los Banos,Male,No,8,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),20.45,162.3,No
Madera,Female,No,48,Yes,No,No internet service,No internet service,Two year,Mailed check,19.55,883.35,No
Madera,Female,No,70,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),19.7,1341.5,No
Mendota,Male,No,1,Yes,DSL,No,Yes,Month-to-month,Bank transfer (automatic),70.45,70.45,No
Miramonte,Male,No,8,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),85.65,659.45,No
O Neals,Male,No,60,Yes,No,No internet service,No internet service,Two year,Mailed check,20.55,1205.05,No
Orange Cove,Male,No,49,Yes,Fiber optic,Yes,Yes,One year,Electronic check,97.95,4917.9,No
Parlier,Female,No,29,Yes,No,No internet service,No internet service,One year,Mailed check,20,599.3,No
Fresno,Female,No,67,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.25,1733.15,No
Raisin City,Male,No,67,Yes,DSL,No,No,Two year,Credit card (automatic),70.9,4677.1,No
Raymond,Female,No,6,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.85,119.3,No
Reedley,Female,No,47,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,106.35,4849.1,No
Riverdale,Female,No,53,Yes,Fiber optic,No,Yes,Two year,Mailed check,99.5,5424.25,No
Sanger,Male,No,69,Yes,DSL,Yes,Yes,Two year,Mailed check,84.7,5878.9,No
San Joaquin,Male,No,3,Yes,Fiber optic,No,Yes,Month-to-month,Mailed check,86.05,244.85,No
Selma,Male,No,4,Yes,DSL,No,No,Month-to-month,Mailed check,44.55,220.75,No
Shaver Lake,Male,No,56,Yes,DSL,No,Yes,Two year,Credit card (automatic),75.85,4261.2,No
Sultana,Male,Yes,61,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),25,1501.75,No
Tollhouse,Female,No,2,Yes,DSL,No,No,Month-to-month,Electronic check,45,89.75,No
Wishon,Male,No,12,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.5,255.5,No
Squaw Valley,Female,No,28,Yes,Fiber optic,No,Yes,One year,Electronic check,90.45,2509.25,No
Fresno,Male,No,24,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),60.45,1440.75,No
Fresno,Female,No,68,Yes,DSL,No,Yes,One year,Electronic check,78.45,5333.35,No
Fresno,Male,No,39,Yes,Fiber optic,Yes,Yes,Two year,Mailed check,100.55,3895.35,No
Fresno,Female,No,42,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),20.35,869.9,No
Fresno,Female,No,6,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,90.75,512.25,No
Fresno,Female,No,38,Yes,No,No internet service,No internet service,One year,Credit card (automatic),20.25,814.75,No
Fresno,Male,No,18,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20.05,388.6,No
Fresno,Female,No,4,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.6,93.45,No
Fresno,Male,No,27,Yes,DSL,No,No,Month-to-month,Electronic check,53.8,1389.85,No
Fresno,Male,No,41,Yes,DSL,Yes,No,One year,Mailed check,70.2,2894.55,No
Fresno,Male,No,50,Yes,DSL,Yes,Yes,One year,Electronic check,75.5,4025.6,No
Fresno,Male,No,72,Yes,No,No internet service,No internet service,Two year,Electronic check,20.35,1354.4,No
Salinas,Female,No,70,Yes,No,No internet service,No internet service,One year,Credit card (automatic),26.05,1856.4,No
Salinas,Male,No,44,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),20.6,926,No
Salinas,Female,No,34,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),20.1,682.1,No
Salinas,Female,Yes,72,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),24.3,1778.7,No
Big Sur,Male,No,71,Yes,No,No internet service,No internet service,Two year,Electronic check,24.5,1816.2,No
Carmel By The Sea,Female,No,64,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),110.5,7069.25,No
Carmel,Female,No,72,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),25.25,1841.2,No
Chualar,Male,Yes,29,Yes,Fiber optic,No,Yes,One year,Bank transfer (automatic),90.1,2656.7,No
Gonzales,Female,No,23,Yes,DSL,No,Yes,One year,Bank transfer (automatic),68.75,1689.45,No
Greenfield,Male,No,52,Yes,No,No internet service,No internet service,Two year,Mailed check,19.2,1054.75,No
King City,Female,No,64,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),115.1,7334.05,No
Monterey,Male,No,24,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),99.65,2404.85,No
Pacific Grove,Male,No,2,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,91.45,171.45,No
Pebble Beach,Female,No,34,Yes,DSL,Yes,Yes,Two year,Mailed check,84.75,2839.45,No
Seaside,Male,No,53,Yes,DSL,Yes,Yes,One year,Mailed check,78.75,3942.45,No
Soledad,Female,No,47,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20.25,873.4,No
Spreckels,Male,No,72,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.9,1529.65,No
Belmont,Male,No,72,Yes,Fiber optic,No,Yes,Two year,Credit card (automatic),97.75,6991.6,No
Half Moon Bay,Female,No,7,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,100.4,715,No
La Honda,Female,No,71,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),24.45,1681.6,No
Loma Mar,Female,Yes,41,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),101.1,4016.2,No
Los Altos,Male,No,67,No,DSL,Yes,Yes,Two year,Credit card (automatic),50.9,3281.65,No
Los Altos,Male,No,69,Yes,Fiber optic,No,Yes,One year,Credit card (automatic),107.2,7317.1,No
Menlo Park,Female,Yes,70,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),92.2,6474.45,No
Portola Valley,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),113.4,8164.1,No
Millbrae,Male,No,34,No,DSL,Yes,No,Two year,Electronic check,40.55,1325.85,No
Montara,Female,No,65,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),26,1654.85,No
